question,reference_answer,answer,score,normalized_score,dataset,dataset_num
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,Melancarkan Aliran Darah Meningkatkan Pertumbuhan Tulang Dan Gigi Mencegah Terjadinya Obesitas Menjaga Keseimbangan Tubuh Menjaga Fleksibilitas Otot ,22.0,0.22,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,1. Berolahraga akan Meningkatkan Kapasitas Otak Anda 2. Menggerakkan Tubuh Membantu Mencairkan Stres Anda 3. Berolahraga akan Memberikan Energi 4. Tidak Sulit Mencari Waktu Untuk Berolahraga 5. Berolahraga akan Membina Hubungan ,26.0,0.26,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"menjaga kesehatan tulang, menurunkan berat badan, menyahatkan otot, melatih ketahanan tubuh, menjaga kesehatan tulang ",29.0,0.29,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"menjaga metabolisme tubuh,menambah daya ingat otak,melatih tubuh untuk melakukan gerak ",19.0,0.19,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"Menyehatkan jantung,,merampingkan tubuh,mambakar lemak,membuat panjangf umur ",22.0,0.22,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"membuat otot tubuh menjadi rilex, membuat tubuh sehat, membuat otak lebih bersinergi, memperkuat kekebalan tubuh, fisik bisa sesuai dengan idaman. ",29.0,0.29,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,1. Untuk menyehatkan badan 2. Supaya terhindar dari berbagai macam penyakit. 3. Membuat badan tetap bugar 4. Membuat otot lebih kuat ,51.0,0.51,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"untuk menyegarkan pikiran , organ tubuh menjadi sehat , otot menjadi kuat , menyehatkan tubuh ",47.0,0.47,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"menjaga kesehatan, menambah daya tahan tubuh, memperbaiki otot yang bermasalah, memperlancar peredaran darah, refresh otak ",66.0,0.66,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,-Membuat suasana hati menjadi senang. -Membakar kalori. -Menyehatkan jantung. -Membuat Metabolisme tubuh meningkat. -Merampingkan tubuh.,48.0,0.48,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"Meringankan Kerja Jantung, Melancarkan Aliran Darah, Meningkatkan Pertumbuhan Tulang Dan Gigi, Menjaga Kepadatan Tulang dan Mencegah Terjadinya Obesitas ",12.0,0.12,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"dapat membantu meningkatkat kecerdasan otak, dapat membantu memelihara kekebalan tubuh, membantu menambah energy di dalam tubuh, membantu mencairkan rasa stress, membantu program diet ",28.0,0.28,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,1. menjadikan badan kembali bugar 2. pikiran menjadi fresh kembali 3. otot pada tubuh kencang kembali karena digunakan olahraga 4. badan menjadi sehat 5. tidak stress ,43.0,0.43,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"1. untuk menyegargan badan dan pikiran 2. menyehatkan tubuh 3. mengurangi lemak pada tubuh 4. mengeluarkan racun dalam tubuh 5. mengencangkan otot"" ",51.0,0.51,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,membantu mengontrol berat badan. membantu meningkatkan mood baik. mencegah berbagai penyakit. meningkatkan enargi. meningkatkan memori. ,45.0,0.45,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"Berolahraga akan Meningkatkan Kapasitas Otak Anda , Menggerakkan Tubuh Membantu Mencairkan Stres Anda , Berolahraga akan Memberikan Energi , Tidak Sulit Mencari Waktu Untuk Berolahraga , Berolahraga akan Membina Hubungan , Berolahraga akan Melawan Penyakit , Berolahraga akan Memompa Jantung Anda Lebih Baik , Berolahraga akan Memperbaiki Diet Anda , Berolahraga Meningkatkan Stamina Anda , Penurunan Berat Badan Bukan Tujuan Utama ",67.0,0.67,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,-Membantu mengontrol berat badan -Mencegah berbagai penyakit -Membakar kalori dalam tubuh -meningkatkan kinerja otot -meningkatkan sistem imun,43.0,0.43,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,-untuk menyegarkan pikiran -untuk melepas stress karena lingkungan kerja atau sekolah -untuk kesehatan otot tubuh terutama untuk perkembangan otot dan tulang -untuk memelihara kesehatan organ dalam tubuh -menjaga kesehatan jantung,45.0,0.45,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"Lima manfaat olahraga bagi tubuh adalah yakni, - menjadikan tubuh atau badan lebih sehat dan bugar - merengangkan atau merilekskan otot - otot tubuh atau badan yang kaku - menjadikan kinerja organ tubuh lancar termasuk dalam peredaran darah - menjernihkan pikiran dan rilex karena penat dari perkerjaan - menjaga keseimbangan dan menjaga stamina ",30.0,0.3,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",8.0,0.08,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"pikiran menjadi fresh, otot terlatih dengan baik, otot menjadi kuat, badan segar, pencernaan lebih terjaga. ",23.0,0.23,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"Segar, Sehat, Bugar, Bertenaga, Tidak mudah lemas. ",12.0,0.12,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,-meningkatkan pembentukan otot tubuh. -menjadikan kulit lebih sehat dan cerah. -meningkatkan daya ingat otak. -tubuh menjadi lebih bugar dan kuat. -mental juga menjadi lebih kuat dan terlatih.,31.0,0.31,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,- Menyehatkan tubuh - mengisi waktu luang - mebuat pikiran menjadi segar dan fresh - melatih seluruh bagian otot,29.0,0.29,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,- merefresh pikiran - menambah stamina kita - meregangkan otot agar tidak mudah cidera - baik untuk diet - Membentuk tubuh sesuai keinginan,41.0,0.41,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,- Membakar kolesterol - menguatkan otot - menyegarkan badan - menyegarkan pikiran - Mencegah penyakit,55.0,0.55,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,-Sebagai anti struk -agar tubuh sehat -agar fikiran fresh,13.0,0.13,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,- meningkatkan daya tahan tubuh - meningkatkan kemampuan otak - Membakar lemak - mengurangi stres - Mencegah penuaan dini,68.0,0.68,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,- Menggerakkan tubuh Membantu Mencairkan stres Anda - Berolahraga akan meningkatkan Kapasitas otak Anda - Menggerakkan tubuh Membantu Mencairkan stres Anda - Berolahraga akan Memberikan Energi - Berolahraga akan Memompa jantung Anda lebih baik,50.0,0.5,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,-memfokuskan pikiran -Membentuk otot agar semakin kencang -organ dalam akan terlatih -sisa sisa pembakaran yang tidak berguna akan bisa di keluarkan melalui keringat jika Berolahraga -Membuat kita semakin sehat,30.0,0.3,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,- Berolahraga akan meningkatkan Kapasitas otak Anda - Menggerakkan tubuh Membantu Mencairkan stres Anda - Berolahraga akan Memberikan Energi - tidak Sulit Mencari waktu untuk Berolahraga - Berolahraga akan Membina Hubungan,40.0,0.4,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"membantu meningkatan kecerdasaan otak,membantu memelihara kekebalan tubuh,membantu menambah energy didalam tubuh,dengan berolahraga dapat membantu mencairkan rasa stress,dapat membantu program diet ",46.0,0.46,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,- Membuat tubuh yang lebih sehat - memiliki daya tahan tubuh yang baik - jantung menjadi lebih stabil - pikiran menjadi lebih rileks - otot tubuh menjadi lebih lemas tidak kaku,52.0,0.52,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,- Menyehatkan jantung - Membuat Metabolisme tubuh meningkat - menormalkan tekanan darah - Membakar kalori di dalam tubuh - menormalkan kadar kolesterol di dalam tubuh,31.0,0.31,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,-Menyehatkan jantung -Membuat Metabolisme tubuh meningkat -Merampingkan tubuh -menormalkan tekanan darah -Membakar kalori dalam tubuh,42.0,0.42,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"membuat suasan hati menjadi senang, menyehatkan jantung, menjaga metabolisme tubuh, menjaga fleksibilitas otot, menyehatkan paru-paru ",29.0,0.29,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,-menjadi lebih sehat -terhindah dari penyakit -pikiran lebih jernih -punya banyak teman -otot lebih terbentuk,28.0,0.28,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"Menyehatkan badan, menyegarkan fikiran, melenturkan otot, menyegarkan organ tubuh, melancarkan peredaran darah. ",32.0,0.32,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"menyegarkan kita dalam berfikir, menyehatkan badan , melatih otot tubuh, membuat masa otot bertambah, melatih tubuh kita agar tidak mudah lemah lesu ",33.0,0.33,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,-Membantu mengontrol berat badan -Olahraga Membantu meningkatkan mood -Manfaat Olahraga dalam Mencegah berbagai penyakit -meningkatkan Energi -meningkatkan memori,45.0,0.45,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,- agar tubuh sehat - otot tidak tegang - saraf pada otak biar bekerja - peredaran darah lancar - kuat,21.0,0.21,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"menyehatkan tubuh , menguatkan otot tubuh , menyegarkan pikiran , membuat tubuh semangat , bisa menjadi pola hidup sehat ",41.0,0.41,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,merefresh pikiran. melancarkan pernafasan. menjaga sirkulasi darah. menyehatkan jantung dan paru paru. ,19.0,0.19,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"menyegarkan, menyehatkan, agar sehat dan bugar, merefresh otak, membuat keadaan menjadi stabil ",22.0,0.22,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,Menyegarkan pikiran menyegarkan otot relaksasi otot menyehatkan organ tubuh menyeimbangkan sistem dalam tubuh ,43.0,0.43,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,membantu encerdaskan otak. memelihara kekebalan tubuh. membantu menambah energi dalam tubuh. mengurangi stress. membantu progam diet. ,48.0,0.48,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,1. menambah kebugaran 2. kesehatan 3. membentuk otot 4. menjernihkan pikiran 5. sehat luar dalam ,45.0,0.45,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,-sehat -tidak gampang lelah -tidak gampang sakit -baik untuk kesehatan -pikiran segar,26.0,0.26,analisis_essay,analisis_essay-11
"Jelaskan fungsi partai politik, berkaitan dengan kekuasaan pemerintahan. (Usahakan jawab dalam 2-4 kalimat) ","Partai politik sebagai organisasi resmi untuk menyalurkan aspirasi masyarakat. Partai politik memiliki kekuatan politik, serta ikut menentukan proses pembentukan kekuasaan pemerintah secara legal (diakui hukum) juga mempunyai hak beraktifitas merebut dan mempertahankan kekuasaan politik.",1. Untuk memperkenalkan nilai-nilai politik 2. Membawa warga Negara agar aktif dalam kegiatan politik 3. Komunikasi Politik 4. Untuk menghimpun aspirasi masyarakat ,45.0,0.45,analisis_essay,analisis_essay-21
"Jelaskan fungsi partai politik, berkaitan dengan kekuasaan pemerintahan. (Usahakan jawab dalam 2-4 kalimat) ","Partai politik sebagai organisasi resmi untuk menyalurkan aspirasi masyarakat. Partai politik memiliki kekuatan politik, serta ikut menentukan proses pembentukan kekuasaan pemerintah secara legal (diakui hukum) juga mempunyai hak beraktifitas merebut dan mempertahankan kekuasaan politik.",1. sebagai sarana komunikasi politik 2. sebagai sarana sosialisasi politik 3. sebagai sarana rekrutmen politik 4. sebagai sarana artikulasi kepentingan 5. Sarana Pengatur Konflik ,55.0,0.55,analisis_essay,analisis_essay-21
"Jelaskan fungsi partai politik, berkaitan dengan kekuasaan pemerintahan. (Usahakan jawab dalam 2-4 kalimat) ","Partai politik sebagai organisasi resmi untuk menyalurkan aspirasi masyarakat. Partai politik memiliki kekuatan politik, serta ikut menentukan proses pembentukan kekuasaan pemerintah secara legal (diakui hukum) juga mempunyai hak beraktifitas merebut dan mempertahankan kekuasaan politik.","sebagai penyalur aspirasi rakyat, sebagai tempat pel=milihan presiden ",26.0,0.26,analisis_essay,analisis_essay-21
"Jelaskan fungsi partai politik, berkaitan dengan kekuasaan pemerintahan. (Usahakan jawab dalam 2-4 kalimat) ","Partai politik sebagai organisasi resmi untuk menyalurkan aspirasi masyarakat. Partai politik memiliki kekuatan politik, serta ikut menentukan proses pembentukan kekuasaan pemerintah secara legal (diakui hukum) juga mempunyai hak beraktifitas merebut dan mempertahankan kekuasaan politik.",Untuk mengaspirasikan suara rakyat indonesia. ,21.0,0.21,analisis_essay,analisis_essay-21
"Jelaskan fungsi partai politik, berkaitan dengan kekuasaan pemerintahan. (Usahakan jawab dalam 2-4 kalimat) ","Partai politik sebagai organisasi resmi untuk menyalurkan aspirasi masyarakat. Partai politik memiliki kekuatan politik, serta ikut menentukan proses pembentukan kekuasaan pemerintah secara legal (diakui hukum) juga mempunyai hak beraktifitas merebut dan mempertahankan kekuasaan politik.","1.Cara untuk memperkenalkan nilai-nilai politik, sikap-sikap dan etika politik yang berlaku atau yang dianut oleh suatu Negara . 2. Parpol juga melayani masyarakat ",30.0,0.3,analisis_essay,analisis_essay-21
"Jelaskan fungsi partai politik, berkaitan dengan kekuasaan pemerintahan. (Usahakan jawab dalam 2-4 kalimat) ","Partai politik sebagai organisasi resmi untuk menyalurkan aspirasi masyarakat. Partai politik memiliki kekuatan politik, serta ikut menentukan proses pembentukan kekuasaan pemerintah secara legal (diakui hukum) juga mempunyai hak beraktifitas merebut dan mempertahankan kekuasaan politik.",Yang dimaksud fungsi partai politik sebagai sarana komunikasi politik.Partai politik menjalankan tugas menyalurkan berbagai pendapat dan aspirasi masyarakat kepada pemerintah. ,56.0,0.56,analisis_essay,analisis_essay-21
"Jelaskan fungsi partai politik, berkaitan dengan kekuasaan pemerintahan. (Usahakan jawab dalam 2-4 kalimat) ","Partai politik sebagai organisasi resmi untuk menyalurkan aspirasi masyarakat. Partai politik memiliki kekuatan politik, serta ikut menentukan proses pembentukan kekuasaan pemerintah secara legal (diakui hukum) juga mempunyai hak beraktifitas merebut dan mempertahankan kekuasaan politik.",partai politik berfungsi sebagai sarana menghimpun aspirasi masyarkat.serta sebagai komunikasi terhadap pemerintah ,48.0,0.48,analisis_essay,analisis_essay-21
