question,reference_answer,answer,score,normalized_score,dataset,dataset_num
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,- Mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual - Memisahkan barang elektronik sesuai komposisi bahannya - tidak membuang sembarangan sehingga karena dapat mencemari lingkungan - Dikembalikan kepada produsen elektronik,"menggunakan antivirus , melakukan pembersihan data yang tidak penting ",7.0,0.07,analisis_essay,analisis_essay-35
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,- Mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual - Memisahkan barang elektronik sesuai komposisi bahannya - tidak membuang sembarangan sehingga karena dapat mencemari lingkungan - Dikembalikan kepada produsen elektronik,melakukan pembersihan secara berkala. memiliki aplikasi penghapus spam. tidak menginstall hal hal yang tidak diperlukan ,8.0,0.08,analisis_essay,analisis_essay-35
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,- Mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual - Memisahkan barang elektronik sesuai komposisi bahannya - tidak membuang sembarangan sehingga karena dapat mencemari lingkungan - Dikembalikan kepada produsen elektronik,"daur ulang menjadi produk baru, dilebur, dijadikan bahan campuran ",20.0,0.2,analisis_essay,analisis_essay-35
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,- Mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual - Memisahkan barang elektronik sesuai komposisi bahannya - tidak membuang sembarangan sehingga karena dapat mencemari lingkungan - Dikembalikan kepada produsen elektronik,"Memisahkan antara sampah basah, sampah kering dan sampah elektronik meningkatkan kreatifitas dengan mengelola sampah elektronik jangan membuang sampah lektronik sembarangan ",43.0,0.43,analisis_essay,analisis_essay-35
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,- Mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual - Memisahkan barang elektronik sesuai komposisi bahannya - tidak membuang sembarangan sehingga karena dapat mencemari lingkungan - Dikembalikan kepada produsen elektronik,mendaur ulang. memisahkan bahan-bahan yang berbahaya dan beracun atau B3 ,33.0,0.33,analisis_essay,analisis_essay-35
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,- Mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual - Memisahkan barang elektronik sesuai komposisi bahannya - tidak membuang sembarangan sehingga karena dapat mencemari lingkungan - Dikembalikan kepada produsen elektronik,di lenyapkan ,0.0,0.0,analisis_essay,analisis_essay-35
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,- Mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual - Memisahkan barang elektronik sesuai komposisi bahannya - tidak membuang sembarangan sehingga karena dapat mencemari lingkungan - Dikembalikan kepada produsen elektronik,-tingkatkan keamanan -perbaiki sistem secara berkala -bersihkan virus,7.0,0.07,analisis_essay,analisis_essay-35
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","Volatile memory adalah memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory. ",87.0,0.87,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",87.0,0.87,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",memori penyimapan ,5.0,0.05,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","Merupakan memory yang datanya dapat ditulis serta dihapus, tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",87.0,0.87,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",memori jangka pendek ,7.0,0.07,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","Merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power kondisi off serta membutuhkan satu daya dalam mempertahankan memory. ",87.0,0.87,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",volatile memory adalah memory yang berisi data dan dapat ditulis maupun dihapus kembali ,70.0,0.7,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","Volatile memory adalah memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory. ",87.0,0.87,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","Volatile, bertentangan dengan memori non-volatile , adalah memori komputer yang membutuhkan kekuatan untuk mempertahankan informasi yang tersimpan; mempertahankan isinya sementara bertenaga pada tetapi ketika listrik terganggu data yang disimpan hilang sangat cepat atau segera. Volatile memiliki beberapa kegunaan, misalnya sebagai memori utama . Selain biasanya menjadi lebih cepat dari bentuk penyimpanan massal seperti hard disk drive yang , volatilitas dapat melindungi informasi sensitif seperti itu menjadi tidak tersedia pada kekuasaan-down. Sebagian besar tujuan umum random-access memory (RAM) adalah stabil. ",50.0,0.5,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",87.0,0.87,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","Volatile memory adalah memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory. contohnya RAM ",84.0,0.84,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",memory yang datanya dapat ditulis dan dihapus ,45.0,0.45,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","Memori yang datanya sudah diisi oleh pembuat chip memori, artinya user meminta kepada pabrik pembuat memori agar diisi sesuai dengan keinginannya. ",22.0,0.22,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","Volatile memory merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",87.0,0.87,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power dalam kondisi off, serta membutuhkan satu daya dalam mempertahankan memory ",87.0,0.87,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory ",87.0,0.87,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","Volatile merupakan memory yang datanya dapat ditulis serta dihapus, tetapi akan hilang jika tidak ada aliran listrik (kondisi mati/off) dan membutuhkan daya untuk mempertahankan memory. ",93.0,0.93,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","merupakan memory yang datanya dapat ditulis dan dihapus, tetapi dapat hilang saat kondisi power off ",73.0,0.73,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","Volatile memory merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",87.0,0.87,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",memory jangka pendek ,11.0,0.11,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",Pengertian topologi jaringan komputer adalah suatu cara atau konsep untuk menghubungkan beberapa atau banyak komputer sekaligus menjadi suatu jaringan yang saling terkoneksi. ,0.0,0.0,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",Merupakan memori yang akan hilang datanya keika arus listrik dipadamkan ,30.0,0.3,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","adalah data yang datanya dapat ditulis dan dihapus, tetapi akan hilang saat kehilangan power dan membutuhkan catu daya ",84.0,0.84,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","volatile memory adalah penyimpanan memory sementara, yang mudah hilang ",53.0,0.53,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",memory yang datanya bisa di tulis dan di hapus ,42.0,0.42,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",volatile memory adalah memory yang datanya tidak dapat dihapus / ditulis kembali sehingga hanya bisa dibaca saja. ,50.0,0.5,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",Memory yang dapat dihapus. ,27.0,0.27,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",volatile ialah memori sementara yang hilang apabila listrik mati atau komputer dimatikan. contohnya RAM ,45.0,0.45,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",memory datanya yang dapat dihapus dan ditulis ,45.0,0.45,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory. ",87.0,0.87,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",- ,0.0,0.0,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",memory yang dapat bertambah ketika di butuhkan ,8.0,0.08,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","Memory volatile adalah memori yang datanya dapat ditulis atau dihapus, dan data akan hilang ketika tidak mendapat power / daya. Memory jenis ini hanya untuk penyimpanan data sementara saja, bukan untuk jangka waktu yang lama. Contoh dari memory volatile adalah RAM (Random Access Memory) digunakan sebagai memori utama untuk menyimpan program-program atau data-data yang sedang digunakan atau diperlukan oleh CPU saat dibutuhkan saja (sementara). ",73.0,0.73,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","Volatile memory merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. Contohnya adalah RAM ",85.0,0.85,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",Volatile = sementara Memory = Ingatan jadi Ingatan Sementara ,25.0,0.25,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","Volatile memory merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",91.0,0.91,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",87.0,0.87,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","Volatile memory adalah memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory. ",88.0,0.88,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","volatile memory merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",87.0,0.87,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",memory tambahan ,7.0,0.07,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",valatile memory tempat penyimpana data volatile ,28.0,0.28,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",Volatile memory adalah tempat penyimpanan data volatile. ,27.0,0.27,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",tempat untuk menyimpan data volatile ,27.0,0.27,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","Volatile memory, contrary to non-volatile memory, is computer memory that requires power to maintain the stored information ",10.0,0.1,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",merupakan memory yang datanya dapat ditulis serta dihapus tetapi akan hilang ,47.0,0.47,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","Volatile memory adalah memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory ",87.0,0.87,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",memory yang digunakan untuk penyimpanan sementara ,28.0,0.28,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","-Volatile memory adalah memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya Dalam mempertahankan memory.",88.0,0.88,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",87.0,0.87,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).","merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",87.0,0.87,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",memory yang digunakan untuk menyimpan data ,23.0,0.23,analisis_essay,analisis_essay-36
Apa yang dimaksud dengan volatile memory? ,"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus, tetapi hilang saat kehilangan power (kondisi off atau mati lampu).",volatile memory adalah memory sementara untuk menjalankan komputer. hal ini untuk menyeimbangkan antara RAM dan processor ,45.0,0.45,analisis_essay,analisis_essay-36
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)","LCD (Liquid Cristal Display), CPU (Central Processing Unit), GPS (Global Positioning System) ",94.0,0.94,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)","liquid crystal display, central processing unit, global position system ",82.0,0.82,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)","liquid crystal display, central prosesor unit, global position system ",82.0,0.82,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)",LCD = Liquid Crystal Display. CPU = Control Processing Unit. GPS = Global Positioning System. ,94.0,0.94,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)",LCD = liquid crystal display CPU=Central personal unit ,69.0,0.69,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)","Liquid Crystal Display, Central Processing Unit, Global Positioning System. ",87.0,0.87,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)","Liquid Crystal Display, Central Processing Unit, Global Positioning System ",87.0,0.87,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)",LCD = liquid crystal display CPU = central processing unit GPS = Global Positioning System ,100.0,1.0,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)",CPU -Central Processing Unit LCD - Liquid Crystal Display GPS -Global Positioning System ,100.0,1.0,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)",LCD Liquid Crystal Display Central Processing Unit GPS Global Positioning System ,92.0,0.92,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)","kepanjangan LCD adalah Liquid Crystal Display, kepanjangan CPU adalah Central Processing Unit, kepanjangan GPS adalah Global Positioning System ",89.0,0.89,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)","liquid-crystal display,pronounced as separate letters,The Global Positioning System ",56.0,0.56,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)","liquid crystal display, central processor unit, global positioning system. ",77.0,0.77,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)",LCD : Liquid Crystal Display CPU : Central Processing Unit GPS : Global Positioning System ,100.0,1.0,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)","LCD lead cristal display , CPU central processor unit ",44.0,0.44,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)","LCD = Liquid Cristal Display, CPU = Central Processing Unit, GPS = Global Place System ",78.0,0.78,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)","-LCD,yaitu Liquid Crystal Display -CPU,yaitu Central Processing Unit -GPS yaitu Global Positioning System",100.0,1.0,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)","liquid crystal display, central processing unit, global positioning system ",90.0,0.9,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)",- LCD (Liquid Crystal Display) - CPU (centrak process Unit) -GPS (Global Positioning System),78.0,0.78,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)",liquid central display ,23.0,0.23,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)",LCD: Liquid Crystal Display. CPU: Central Personal Unit. GPS: Global Positioning System. ,87.0,0.87,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)",LCD (Liquid Crystal Display) CPU (Central Processing Unit) GPS (Global Positioning System) ,100.0,1.0,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)",-LCD adalah Liquid Crystal Display -CPU adalah Central Processing Unit -GPS adalah Global Positioning System,100.0,1.0,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)",LCD adalah Liquid Crystal Disply CPU adalah Central Procesing Unit GPS adlah Global Positiioning System ,87.0,0.87,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)","LCD : liquid crystal dysplay, CPU : Central processing unit, GPS : global position system ",90.0,0.9,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)",LCD : liquid crystal display. CPU : central processing unit. GPS : global position system. ,92.0,0.92,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)","LCD Liquid Crystal Display, CPu Central Processing Unit, GPS Graphical Position Satellite. ",75.0,0.75,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)",-LCD Liquid Crystal display. -CPU Central Processing unit. -GPS Global Positioning system.,100.0,1.0,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)",- LCD : Liquid Crystal Display - CPU : Central Prosesing Unit,69.0,0.69,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)",- LCD (Liquid Cristal Display) - CPU (Central Processing Unit) - GPS (Global Positioning System),94.0,0.94,analisis_essay,analisis_essay-37
"Apa kepanjangan dari LCD, CPU dan GPS? ","LCD (Liquid Crystal Display), CPU (Central Processing Unit), GPS (Global Positioning System)",GPS = Global Positioning System ,32.0,0.32,analisis_essay,analisis_essay-37
